Item Code,Item Description,Spec Book,Unit,Statewide 12-Mo Moving Avg ($),Statewide 3-Mo Moving Avg ($),Engineer Estimate Avg ($),Min Bid Price ($),Max Bid Price ($),Total Awarded Qty (12-Mo),Total Awarded Value ($),Category
"0540-6030","METAL W-BEAM GUARD FENCE (TY 30)","2024/2014","LF",26.22,27.79,24.65,18.36,66.7,13630,357378.6,"500 Incidental"
"0540-6031","METAL W-BEAM GUARD FENCE (TY 31)","2024/2014","LF",27.36,25.72,25.72,18.72,58,15200,415872,"500 Incidental"
"0540-6032","METAL W-BEAM GUARD FENCE (TY 32)","2024/2014","LF",28.5,27.64,26.79,19.08,59.74,16770,477945,"500 Incidental"
"0540-6033","METAL W-BEAM GUARD FENCE (TY 33)","2024/2014","LF",29.64,29.64,27.86,18,61.48,18340,543597.6,"500 Incidental"
"0540-6034","METAL W-BEAM GUARD FENCE (TY 34)","2024/2014","LF",30.78,31.7,28.93,18.36,63.22,19910,612829.8,"500 Incidental"
"0540-6035","METAL W-BEAM GUARD FENCE (TY 35)","2024/2014","LF",31.92,33.84,30,18.72,64.96,21480,685641.6,"500 Incidental"
"0540-6036","METAL W-BEAM GUARD FENCE (TY 36)","2024/2014","LF",25.08,23.58,23.58,19.08,66.7,23050,578094,"500 Incidental"
"0540-6037","METAL W-BEAM GUARD FENCE (TY 37)","2024/2014","LF",26.22,25.43,24.65,18,58,13820,362360.4,"500 Incidental"
"0540-6038","METAL W-BEAM GUARD FENCE (TY 38)","2024/2014","LF",27.36,27.36,25.72,18.36,59.74,15390,421070.4,"500 Incidental"
"0540-6039","METAL W-BEAM GUARD FENCE (TY 39)","2024/2014","LF",28.5,29.36,26.79,18.72,61.48,16960,483360,"500 Incidental"
"0540-6040","METAL W-BEAM GUARD FENCE (TY 40)","2024/2014","LF",29.64,31.42,27.86,19.08,63.22,18530,549229.2,"500 Incidental"
"0540-6041","METAL W-BEAM GUARD FENCE (TY 41)","2024/2014","LF",30.78,28.93,28.93,18,64.96,20100,618678,"500 Incidental"
"0540-6042","METAL W-BEAM GUARD FENCE (TY 42)","2024/2014","LF",31.92,30.96,30,18.36,66.7,21670,691706.4,"500 Incidental"
"0540-6043","METAL W-BEAM GUARD FENCE (TY 43)","2024/2014","LF",25.08,25.08,23.58,18.72,58,23240,582859.2,"500 Incidental"
"0540-6044","METAL W-BEAM GUARD FENCE (TY 44)","2024/2014","LF",26.22,27.01,24.65,19.08,59.74,24810,650518.2,"500 Incidental"
"0540-6045","METAL W-BEAM GUARD FENCE (TY 45)","2024/2014","LF",27.36,29,25.72,18,61.48,26380,721756.8,"500 Incidental"
"0540-6046","METAL W-BEAM GUARD FENCE (TY 46)","2024/2014","LF",28.5,26.79,26.79,18.36,63.22,17150,488775,"500 Incidental"
"0540-6047","METAL W-BEAM GUARD FENCE (TY 47)","2024/2014","LF",29.64,28.75,27.86,18.72,64.96,18720,554860.8,"500 Incidental"
"0540-6048","METAL W-BEAM GUARD FENCE (TY 48)","2024/2014","LF",30.78,30.78,28.93,19.08,66.7,20290,624526.2,"500 Incidental"
"0540-6049","METAL W-BEAM GUARD FENCE (TY 49)","2024/2014","LF",31.92,32.88,30,18,58,21860,697771.2,"500 Incidental"
"0540-6050","METAL W-BEAM GUARD FENCE (TY 50)","2024/2014","LF",25.08,26.58,23.58,18.36,59.74,23430,587624.4,"500 Incidental"
"0540-6051","METAL W-BEAM GUARD FENCE (TY 51)","2024/2014","LF",26.22,24.65,24.65,18.72,61.48,25000,655500,"500 Incidental"
"0540-6052","METAL W-BEAM GUARD FENCE (TY 52)","2024/2014","LF",27.36,26.54,25.72,19.08,63.22,26570,726955.2,"500 Incidental"
"0540-6053","METAL W-BEAM GUARD FENCE (TY 53)","2024/2014","LF",28.5,28.5,26.79,18,64.96,28140,801990,"500 Incidental"
"0540-6054","METAL W-BEAM GUARD FENCE (TY 54)","2024/2014","LF",29.64,30.53,27.86,18.36,66.7,29710,880604.4,"500 Incidental"
"0540-6055","METAL W-BEAM GUARD FENCE (TY 55)","2024/2014","LF",30.78,32.63,28.93,18.72,58,20480,630374.4,"500 Incidental"
"0540-6056","METAL W-BEAM GUARD FENCE (TY 56)","2024/2014","LF",31.92,30,30,19.08,59.74,22050,703836,"500 Incidental"
"0540-6057","METAL W-BEAM GUARD FENCE (TY 57)","2024/2014","LF",25.08,24.33,23.58,18,61.48,23620,592389.6,"500 Incidental"
"0540-6058","METAL W-BEAM GUARD FENCE (TY 58)","2024/2014","LF",26.22,26.22,24.65,18.36,63.22,25190,660481.8,"500 Incidental"
"0540-6059","METAL W-BEAM GUARD FENCE (TY 59)","2024/2014","LF",27.36,28.18,25.72,18.72,64.96,26760,732153.6,"500 Incidental"
"0540-6060","METAL W-BEAM GUARD FENCE (TY 60)","2024/2014","LF",28.5,30.21,26.79,19.08,66.7,28330,807405,"500 Incidental"
"0540-6061","METAL W-BEAM GUARD FENCE (TY 61)","2024/2014","LF",29.64,27.86,27.86,18,58,29900,886236,"500 Incidental"
"0540-6062","METAL W-BEAM GUARD FENCE (TY 62)","2024/2014","LF",30.78,29.86,28.93,18.36,59.74,31470,968646.6,"500 Incidental"
"0540-6063","METAL W-BEAM GUARD FENCE (TY 63)","2024/2014","LF",31.92,31.92,30,18.72,61.48,33040,1054636.8,"500 Incidental"
"0540-6064","METAL W-BEAM GUARD FENCE (TY 64)","2024/2014","LF",25.08,25.83,23.58,19.08,63.22,23810,597154.8,"500 Incidental"
"0540-6065","METAL W-BEAM GUARD FENCE (TY 65)","2024/2014","LF",26.22,27.79,24.65,18,64.96,25380,665463.6,"500 Incidental"
"0540-6066","METAL W-BEAM GUARD FENCE (TY 66)","2024/2014","LF",27.36,25.72,25.72,18.36,66.7,26950,737352,"500 Incidental"
"0540-6067","METAL W-BEAM GUARD FENCE (TY 67)","2024/2014","LF",28.5,27.64,26.79,18.72,58,28520,812820,"500 Incidental"
"0540-6068","METAL W-BEAM GUARD FENCE (TY 68)","2024/2014","LF",29.64,29.64,27.86,19.08,59.74,30090,891867.6,"500 Incidental"
"0540-6069","METAL W-BEAM GUARD FENCE (TY 69)","2024/2014","LF",30.78,31.7,28.93,18,61.48,31660,974494.8,"500 Incidental"
"0540-6070","METAL W-BEAM GUARD FENCE (TY 70)","2024/2014","LF",31.92,33.84,30,18.36,63.22,33230,1060701.6,"500 Incidental"
"0540-6071","METAL W-BEAM GUARD FENCE (TY 71)","2024/2014","LF",25.08,23.58,23.58,18.72,64.96,34800,872784,"500 Incidental"
"0540-6072","METAL W-BEAM GUARD FENCE (TY 72)","2024/2014","LF",26.22,25.43,24.65,19.08,66.7,36370,953621.4,"500 Incidental"
"0540-6073","METAL W-BEAM GUARD FENCE (TY 73)","2024/2014","LF",27.36,27.36,25.72,18,58,27140,742550.4,"500 Incidental"
"0540-6074","METAL W-BEAM GUARD FENCE (TY 74)","2024/2014","LF",28.5,29.36,26.79,18.36,59.74,28710,818235,"500 Incidental"
"0540-6075","METAL W-BEAM GUARD FENCE (TY 75)","2024/2014","LF",29.64,31.42,27.86,18.72,61.48,30280,897499.2,"500 Incidental"
"0540-6076","METAL W-BEAM GUARD FENCE (TY 76)","2024/2014","LF",30.78,28.93,28.93,19.08,63.22,31850,980343,"500 Incidental"
"0540-6077","METAL W-BEAM GUARD FENCE (TY 77)","2024/2014","LF",31.92,30.96,30,18,64.96,33420,1066766.4,"500 Incidental"
"0540-6078","METAL W-BEAM GUARD FENCE (TY 78)","2024/2014","LF",25.08,25.08,23.58,18.36,66.7,34990,877549.2,"500 Incidental"
"0540-6079","METAL W-BEAM GUARD FENCE (TY 79)","2024/2014","LF",26.22,27.01,24.65,18.72,58,36560,958603.2,"500 Incidental"
"0540-6080","METAL W-BEAM GUARD FENCE (TY 80)","2024/2014","LF",27.36,29,25.72,19.08,59.74,38130,1043236.8,"500 Incidental"
"0540-6081","METAL W-BEAM GUARD FENCE (TY 81)","2024/2014","LF",28.5,26.79,26.79,18,61.48,39700,1131450,"500 Incidental"
"0540-6082","METAL W-BEAM GUARD FENCE (TY 82)","2024/2014","LF",29.64,28.75,27.86,18.36,63.22,30470,903130.8,"500 Incidental"
"0540-6083","METAL W-BEAM GUARD FENCE (TY 83)","2024/2014","LF",30.78,30.78,28.93,18.72,64.96,32040,986191.2,"500 Incidental"
"0540-6084","METAL W-BEAM GUARD FENCE (TY 84)","2024/2014","LF",31.92,32.88,30,19.08,66.7,33610,1072831.2,"500 Incidental"
"0540-6085","METAL W-BEAM GUARD FENCE (TY 85)","2024/2014","LF",25.08,26.58,23.58,18,58,35180,882314.4,"500 Incidental"
"0540-6086","METAL W-BEAM GUARD FENCE (TY 86)","2024/2014","LF",26.22,24.65,24.65,18.36,59.74,36750,963585,"500 Incidental"
"0540-6087","METAL W-BEAM GUARD FENCE (TY 87)","2024/2014","LF",27.36,26.54,25.72,18.72,61.48,38320,1048435.2,"500 Incidental"
"0540-6088","METAL W-BEAM GUARD FENCE (TY 88)","2024/2014","LF",28.5,28.5,26.79,19.08,63.22,39890,1136865,"500 Incidental"
"0540-6089","METAL W-BEAM GUARD FENCE (TY 89)","2024/2014","LF",29.64,30.53,27.86,18,64.96,41460,1228874.4,"500 Incidental"
"0540-6090","METAL W-BEAM GUARD FENCE (TY 90)","2024/2014","LF",30.78,32.63,28.93,18.36,66.7,43030,1324463.4,"500 Incidental"
"0540-6091","METAL W-BEAM GUARD FENCE (TY 91)","2024/2014","LF",31.92,30,30,18.72,58,33800,1078896,"500 Incidental"
"0540-6092","METAL W-BEAM GUARD FENCE (TY 92)","2024/2014","LF",25.08,24.33,23.58,19.08,59.74,35370,887079.6,"500 Incidental"
"0540-6093","METAL W-BEAM GUARD FENCE (TY 93)","2024/2014","LF",26.22,26.22,24.65,18,61.48,36940,968566.8,"500 Incidental"
"0540-6094","METAL W-BEAM GUARD FENCE (TY 94)","2024/2014","LF",27.36,28.18,25.72,18.36,63.22,38510,1053633.6,"500 Incidental"
"0540-6095","METAL W-BEAM GUARD FENCE (TY 95)","2024/2014","LF",28.5,30.21,26.79,18.72,64.96,40080,1142280,"500 Incidental"
"0544-6001","GUARDRAIL END TREATMENT (TY 1)","2024/2014","EA",3124,2936.56,2936.56,2400,5800,500,1562000,"500 Incidental"
"0544-6002","GUARDRAIL END TREATMENT (TY 2)","2024/2014","EA",3266,3168.02,3070.04,2448,5974,2070,6760620,"500 Incidental"
"0544-6003","GUARDRAIL END TREATMENT (TY 3)","2024/2014","EA",3408,3408,3203.52,2496,6148,3640,12405120,"500 Incidental"
"0544-6004","GUARDRAIL END TREATMENT (TY 4)","2024/2014","EA",3550,3656.5,3337,2544,6322,5210,18495500,"500 Incidental"
"0544-6005","GUARDRAIL END TREATMENT (TY 5)","2024/2014","EA",3692,3913.52,3470.48,2400,6496,6780,25031760,"500 Incidental"
"0544-6006","GUARDRAIL END TREATMENT (TY 6)","2024/2014","EA",3834,3603.96,3603.96,2448,6670,8350,32013900,"500 Incidental"
"0544-6007","GUARDRAIL END TREATMENT (TY 7)","2024/2014","EA",3976,3856.72,3737.44,2496,5800,9920,39441920,"500 Incidental"
"0544-6008","GUARDRAIL END TREATMENT (TY 8)","2024/2014","EA",3124,3124,2936.56,2544,5974,11490,35894760,"500 Incidental"
"0544-6009","GUARDRAIL END TREATMENT (TY 9)","2024/2014","EA",3266,3363.98,3070.04,2400,6148,13060,42653960,"500 Incidental"
"0544-6010","GUARDRAIL END TREATMENT (TY 10)","2024/2014","EA",3408,3612.48,3203.52,2448,6322,3830,13052640,"500 Incidental"
"0544-6011","GUARDRAIL END TREATMENT (TY 11)","2024/2014","EA",3550,3337,3337,2496,6496,5400,19170000,"500 Incidental"
"0544-6012","GUARDRAIL END TREATMENT (TY 12)","2024/2014","EA",3692,3581.24,3470.48,2544,6670,6970,25733240,"500 Incidental"
"0544-6013","GUARDRAIL END TREATMENT (TY 13)","2024/2014","EA",3834,3834,3603.96,2400,5800,8540,32742360,"500 Incidental"
"0544-6014","GUARDRAIL END TREATMENT (TY 14)","2024/2014","EA",3976,4095.28,3737.44,2448,5974,10110,40197360,"500 Incidental"
"0544-6015","GUARDRAIL END TREATMENT (TY 15)","2024/2014","EA",3124,3311.44,2936.56,2496,6148,11680,36488320,"500 Incidental"
"0544-6016","GUARDRAIL END TREATMENT (TY 16)","2024/2014","EA",3266,3070.04,3070.04,2544,6322,13250,43274500,"500 Incidental"
"0544-6017","GUARDRAIL END TREATMENT (TY 17)","2024/2014","EA",3408,3305.76,3203.52,2400,6496,14820,50506560,"500 Incidental"
"0544-6018","GUARDRAIL END TREATMENT (TY 18)","2024/2014","EA",3550,3550,3337,2448,6670,16390,58184500,"500 Incidental"
"0544-6019","GUARDRAIL END TREATMENT (TY 19)","2024/2014","EA",3692,3802.76,3470.48,2496,5800,7160,26434720,"500 Incidental"
"0544-6020","GUARDRAIL END TREATMENT (TY 20)","2024/2014","EA",3834,4064.04,3603.96,2544,5974,8730,33470820,"500 Incidental"
"0544-6021","GUARDRAIL END TREATMENT (TY 21)","2024/2014","EA",3976,3737.44,3737.44,2400,6148,10300,40952800,"500 Incidental"
"0544-6022","GUARDRAIL END TREATMENT (TY 22)","2024/2014","EA",3124,3030.28,2936.56,2448,6322,11870,37081880,"500 Incidental"
"0544-6023","GUARDRAIL END TREATMENT (TY 23)","2024/2014","EA",3266,3266,3070.04,2496,6496,13440,43895040,"500 Incidental"
"0544-6024","GUARDRAIL END TREATMENT (TY 24)","2024/2014","EA",3408,3510.24,3203.52,2544,6670,15010,51154080,"500 Incidental"
"0544-6025","GUARDRAIL END TREATMENT (TY 25)","2024/2014","EA",3550,3763,3337,2400,5800,16580,58859000,"500 Incidental"
"0544-6026","GUARDRAIL END TREATMENT (TY 26)","2024/2014","EA",3692,3470.48,3470.48,2448,5974,18150,67009800,"500 Incidental"
"0544-6027","GUARDRAIL END TREATMENT (TY 27)","2024/2014","EA",3834,3718.98,3603.96,2496,6148,19720,75606480,"500 Incidental"
"0544-6028","GUARDRAIL END TREATMENT (TY 28)","2024/2014","EA",3976,3976,3737.44,2544,6322,10490,41708240,"500 Incidental"
"0544-6029","GUARDRAIL END TREATMENT (TY 29)","2024/2014","EA",3124,3217.72,2936.56,2400,6496,12060,37675440,"500 Incidental"
"0544-6030","GUARDRAIL END TREATMENT (TY 30)","2024/2014","EA",3266,3461.96,3070.04,2448,6670,13630,44515580,"500 Incidental"
"0544-6031","GUARDRAIL END TREATMENT (TY 31)","2024/2014","EA",3408,3203.52,3203.52,2496,5800,15200,51801600,"500 Incidental"
"0544-6032","GUARDRAIL END TREATMENT (TY 32)","2024/2014","EA",3550,3443.5,3337,2544,5974,16770,59533500,"500 Incidental"
"0544-6033","GUARDRAIL END TREATMENT (TY 33)","2024/2014","EA",3692,3692,3470.48,2400,6148,18340,67711280,"500 Incidental"
"0544-6034","GUARDRAIL END TREATMENT (TY 34)","2024/2014","EA",3834,3949.02,3603.96,2448,6322,19910,76334940,"500 Incidental"
"0544-6035","GUARDRAIL END TREATMENT (TY 35)","2024/2014","EA",3976,4214.56,3737.44,2496,6496,21480,85404480,"500 Incidental"
"0544-6036","GUARDRAIL END TREATMENT (TY 36)","2024/2014","EA",3124,2936.56,2936.56,2544,6670,23050,72008200,"500 Incidental"
"0544-6037","GUARDRAIL END TREATMENT (TY 37)","2024/2014","EA",3266,3168.02,3070.04,2400,5800,13820,45136120,"500 Incidental"
"0544-6038","GUARDRAIL END TREATMENT (TY 38)","2024/2014","EA",3408,3408,3203.52,2448,5974,15390,52449120,"500 Incidental"
"0544-6039","GUARDRAIL END TREATMENT (TY 39)","2024/2014","EA",3550,3656.5,3337,2496,6148,16960,60208000,"500 Incidental"
"0544-6040","GUARDRAIL END TREATMENT (TY 40)","2024/2014","EA",3692,3913.52,3470.48,2544,6322,18530,68412760,"500 Incidental"
"0545-6001","CRASH CUSHION ATTENUATOR (TY 1)","2024/2014","EA",8624,8106.56,8106.56,4500,24500,500,4312000,"500 Incidental"
"0545-6002","CRASH CUSHION ATTENUATOR (TY 2)","2024/2014","EA",9016,8745.52,8475.04,4590,25235,2070,18663120,"500 Incidental"
"0545-6003","CRASH CUSHION ATTENUATOR (TY 3)","2024/2014","EA",9408,9408,8843.52,4680,25970,3640,34245120,"500 Incidental"
"0545-6004","CRASH CUSHION ATTENUATOR (TY 4)","2024/2014","EA",9800,10094,9212,4770,26705,5210,51058000,"500 Incidental"
"0545-6005","CRASH CUSHION ATTENUATOR (TY 5)","2024/2014","EA",10192,10803.52,9580.48,4500,27440,6780,69101760,"500 Incidental"
"0545-6006","CRASH CUSHION ATTENUATOR (TY 6)","2024/2014","EA",10584,9948.96,9948.96,4590,28175,8350,88376400,"500 Incidental"
"0545-6007","CRASH CUSHION ATTENUATOR (TY 7)","2024/2014","EA",10976,10646.72,10317.44,4680,24500,9920,108881920,"500 Incidental"
"0545-6008","CRASH CUSHION ATTENUATOR (TY 8)","2024/2014","EA",8624,8624,8106.56,4770,25235,11490,99089760,"500 Incidental"
"0545-6009","CRASH CUSHION ATTENUATOR (TY 9)","2024/2014","EA",9016,9286.48,8475.04,4500,25970,13060,117748960,"500 Incidental"
"0545-6010","CRASH CUSHION ATTENUATOR (TY 10)","2024/2014","EA",9408,9972.48,8843.52,4590,26705,3830,36032640,"500 Incidental"
"0545-6011","CRASH CUSHION ATTENUATOR (TY 11)","2024/2014","EA",9800,9212,9212,4680,27440,5400,52920000,"500 Incidental"
"0545-6012","CRASH CUSHION ATTENUATOR (TY 12)","2024/2014","EA",10192,9886.24,9580.48,4770,28175,6970,71038240,"500 Incidental"
"0545-6013","CRASH CUSHION ATTENUATOR (TY 13)","2024/2014","EA",10584,10584,9948.96,4500,24500,8540,90387360,"500 Incidental"
"0545-6014","CRASH CUSHION ATTENUATOR (TY 14)","2024/2014","EA",10976,11305.28,10317.44,4590,25235,10110,110967360,"500 Incidental"
"0545-6015","CRASH CUSHION ATTENUATOR (TY 15)","2024/2014","EA",8624,9141.44,8106.56,4680,25970,11680,100728320,"500 Incidental"
"0545-6016","CRASH CUSHION ATTENUATOR (TY 16)","2024/2014","EA",9016,8475.04,8475.04,4770,26705,13250,119462000,"500 Incidental"
"0545-6017","CRASH CUSHION ATTENUATOR (TY 17)","2024/2014","EA",9408,9125.76,8843.52,4500,27440,14820,139426560,"500 Incidental"
"0545-6018","CRASH CUSHION ATTENUATOR (TY 18)","2024/2014","EA",9800,9800,9212,4590,28175,16390,160622000,"500 Incidental"
"0545-6019","CRASH CUSHION ATTENUATOR (TY 19)","2024/2014","EA",10192,10497.76,9580.48,4680,24500,7160,72974720,"500 Incidental"
"0545-6020","CRASH CUSHION ATTENUATOR (TY 20)","2024/2014","EA",10584,11219.04,9948.96,4770,25235,8730,92398320,"500 Incidental"
"0545-6021","CRASH CUSHION ATTENUATOR (TY 21)","2024/2014","EA",10976,10317.44,10317.44,4500,25970,10300,113052800,"500 Incidental"
"0545-6022","CRASH CUSHION ATTENUATOR (TY 22)","2024/2014","EA",8624,8365.28,8106.56,4590,26705,11870,102366880,"500 Incidental"
"0545-6023","CRASH CUSHION ATTENUATOR (TY 23)","2024/2014","EA",9016,9016,8475.04,4680,27440,13440,121175040,"500 Incidental"
"0545-6024","CRASH CUSHION ATTENUATOR (TY 24)","2024/2014","EA",9408,9690.24,8843.52,4770,28175,15010,141214080,"500 Incidental"
"0545-6025","CRASH CUSHION ATTENUATOR (TY 25)","2024/2014","EA",9800,10388,9212,4500,24500,16580,162484000,"500 Incidental"
"0545-6026","CRASH CUSHION ATTENUATOR (TY 26)","2024/2014","EA",10192,9580.48,9580.48,4590,25235,18150,184984800,"500 Incidental"
"0545-6027","CRASH CUSHION ATTENUATOR (TY 27)","2024/2014","EA",10584,10266.48,9948.96,4680,25970,19720,208716480,"500 Incidental"
"0545-6028","CRASH CUSHION ATTENUATOR (TY 28)","2024/2014","EA",10976,10976,10317.44,4770,26705,10490,115138240,"500 Incidental"
"0545-6029","CRASH CUSHION ATTENUATOR (TY 29)","2024/2014","EA",8624,8882.72,8106.56,4500,27440,12060,104005440,"500 Incidental"
"0545-6030","CRASH CUSHION ATTENUATOR (TY 30)","2024/2014","EA",9016,9556.96,8475.04,4590,28175,13630,122888080,"500 Incidental"
"0545-6031","CRASH CUSHION ATTENUATOR (TY 31)","2024/2014","EA",9408,8843.52,8843.52,4680,24500,15200,143001600,"500 Incidental"
"0545-6032","CRASH CUSHION ATTENUATOR (TY 32)","2024/2014","EA",9800,9506,9212,4770,25235,16770,164346000,"500 Incidental"
"0545-6033","CRASH CUSHION ATTENUATOR (TY 33)","2024/2014","EA",10192,10192,9580.48,4500,25970,18340,186921280,"500 Incidental"
"0545-6034","CRASH CUSHION ATTENUATOR (TY 34)","2024/2014","EA",10584,10901.52,9948.96,4590,26705,19910,210727440,"500 Incidental"
"0545-6035","CRASH CUSHION ATTENUATOR (TY 35)","2024/2014","EA",10976,11634.56,10317.44,4680,27440,21480,235764480,"500 Incidental"
"0545-6036","CRASH CUSHION ATTENUATOR (TY 36)","2024/2014","EA",8624,8106.56,8106.56,4770,28175,23050,198783200,"500 Incidental"
"0545-6037","CRASH CUSHION ATTENUATOR (TY 37)","2024/2014","EA",9016,8745.52,8475.04,4500,24500,13820,124601120,"500 Incidental"
"0545-6038","CRASH CUSHION ATTENUATOR (TY 38)","2024/2014","EA",9408,9408,8843.52,4590,25235,15390,144789120,"500 Incidental"
"0545-6039","CRASH CUSHION ATTENUATOR (TY 39)","2024/2014","EA",9800,10094,9212,4680,25970,16960,166208000,"500 Incidental"
"0545-6040","CRASH CUSHION ATTENUATOR (TY 40)","2024/2014","EA",10192,10803.52,9580.48,4770,26705,18530,188857760,"500 Incidental"
"0545-6041","CRASH CUSHION ATTENUATOR (TY 41)","2024/2014","EA",10584,9948.96,9948.96,4500,27440,20100,212738400,"500 Incidental"
"0545-6042","CRASH CUSHION ATTENUATOR (TY 42)","2024/2014","EA",10976,10646.72,10317.44,4590,28175,21670,237849920,"500 Incidental"
"0545-6043","CRASH CUSHION ATTENUATOR (TY 43)","2024/2014","EA",8624,8624,8106.56,4680,24500,23240,200421760,"500 Incidental"
"0545-6044","CRASH CUSHION ATTENUATOR (TY 44)","2024/2014","EA",9016,9286.48,8475.04,4770,25235,24810,223686960,"500 Incidental"
"0545-6045","CRASH CUSHION ATTENUATOR (TY 45)","2024/2014","EA",9408,9972.48,8843.52,4500,25970,26380,248183040,"500 Incidental"
"0545-6046","CRASH CUSHION ATTENUATOR (TY 46)","2024/2014","EA",9800,9212,9212,4590,26705,17150,168070000,"500 Incidental"
"0545-6047","CRASH CUSHION ATTENUATOR (TY 47)","2024/2014","EA",10192,9886.24,9580.48,4680,27440,18720,190794240,"500 Incidental"
"0545-6048","CRASH CUSHION ATTENUATOR (TY 48)","2024/2014","EA",10584,10584,9948.96,4770,28175,20290,214749360,"500 Incidental"
"0545-6049","CRASH CUSHION ATTENUATOR (TY 49)","2024/2014","EA",10976,11305.28,10317.44,4500,24500,21860,239935360,"500 Incidental"
"0545-6050","CRASH CUSHION ATTENUATOR (TY 50)","2024/2014","EA",8624,9141.44,8106.56,4590,25235,23430,202060320,"500 Incidental"
"0545-6051","CRASH CUSHION ATTENUATOR (TY 51)","2024/2014","EA",9016,8475.04,8475.04,4680,25970,25000,225400000,"500 Incidental"
"0545-6052","CRASH CUSHION ATTENUATOR (TY 52)","2024/2014","EA",9408,9125.76,8843.52,4770,26705,26570,249970560,"500 Incidental"
"0545-6053","CRASH CUSHION ATTENUATOR (TY 53)","2024/2014","EA",9800,9800,9212,4500,27440,28140,275772000,"500 Incidental"
"0545-6054","CRASH CUSHION ATTENUATOR (TY 54)","2024/2014","EA",10192,10497.76,9580.48,4590,28175,29710,302804320,"500 Incidental"
"0545-6055","CRASH CUSHION ATTENUATOR (TY 55)","2024/2014","EA",10584,11219.04,9948.96,4680,24500,20480,216760320,"500 Incidental"
"0545-6056","CRASH CUSHION ATTENUATOR (TY 56)","2024/2014","EA",10976,10317.44,10317.44,4770,25235,22050,242020800,"500 Incidental"
"0545-6057","CRASH CUSHION ATTENUATOR (TY 57)","2024/2014","EA",8624,8365.28,8106.56,4500,25970,23620,203698880,"500 Incidental"
"0545-6058","CRASH CUSHION ATTENUATOR (TY 58)","2024/2014","EA",9016,9016,8475.04,4590,26705,25190,227113040,"500 Incidental"
"0545-6059","CRASH CUSHION ATTENUATOR (TY 59)","2024/2014","EA",9408,9690.24,8843.52,4680,27440,26760,251758080,"500 Incidental"
"0545-6060","CRASH CUSHION ATTENUATOR (TY 60)","2024/2014","EA",9800,10388,9212,4770,28175,28330,277634000,"500 Incidental"
"0545-6061","CRASH CUSHION ATTENUATOR (TY 61)","2024/2014","EA",10192,9580.48,9580.48,4500,24500,29900,304740800,"500 Incidental"
"0545-6062","CRASH CUSHION ATTENUATOR (TY 62)","2024/2014","EA",10584,10266.48,9948.96,4590,25235,31470,333078480,"500 Incidental"
"0545-6063","CRASH CUSHION ATTENUATOR (TY 63)","2024/2014","EA",10976,10976,10317.44,4680,25970,33040,362647040,"500 Incidental"
"0545-6064","CRASH CUSHION ATTENUATOR (TY 64)","2024/2014","EA",8624,8882.72,8106.56,4770,26705,23810,205337440,"500 Incidental"
"0545-6065","CRASH CUSHION ATTENUATOR (TY 65)","2024/2014","EA",9016,9556.96,8475.04,4500,27440,25380,228826080,"500 Incidental"
"0545-6066","CRASH CUSHION ATTENUATOR (TY 66)","2024/2014","EA",9408,8843.52,8843.52,4590,28175,26950,253545600,"500 Incidental"
"0545-6067","CRASH CUSHION ATTENUATOR (TY 67)","2024/2014","EA",9800,9506,9212,4680,24500,28520,279496000,"500 Incidental"
"0545-6068","CRASH CUSHION ATTENUATOR (TY 68)","2024/2014","EA",10192,10192,9580.48,4770,25235,30090,306677280,"500 Incidental"
"0545-6069","CRASH CUSHION ATTENUATOR (TY 69)","2024/2014","EA",10584,10901.52,9948.96,4500,25970,31660,335089440,"500 Incidental"
"0545-6070","CRASH CUSHION ATTENUATOR (TY 70)","2024/2014","EA",10976,11634.56,10317.44,4590,26705,33230,364732480,"500 Incidental"
"0545-6071","CRASH CUSHION ATTENUATOR (TY 71)","2024/2014","EA",8624,8106.56,8106.56,4680,27440,34800,300115200,"500 Incidental"
"0545-6072","CRASH CUSHION ATTENUATOR (TY 72)","2024/2014","EA",9016,8745.52,8475.04,4770,28175,36370,327911920,"500 Incidental"
"0545-6073","CRASH CUSHION ATTENUATOR (TY 73)","2024/2014","EA",9408,9408,8843.52,4500,24500,27140,255333120,"500 Incidental"
"0545-6074","CRASH CUSHION ATTENUATOR (TY 74)","2024/2014","EA",9800,10094,9212,4590,25235,28710,281358000,"500 Incidental"
"0545-6075","CRASH CUSHION ATTENUATOR (TY 75)","2024/2014","EA",10192,10803.52,9580.48,4680,25970,30280,308613760,"500 Incidental"
"0545-6076","CRASH CUSHION ATTENUATOR (TY 76)","2024/2014","EA",10584,9948.96,9948.96,4770,26705,31850,337100400,"500 Incidental"
"0545-6077","CRASH CUSHION ATTENUATOR (TY 77)","2024/2014","EA",10976,10646.72,10317.44,4500,27440,33420,366817920,"500 Incidental"
"0545-6078","CRASH CUSHION ATTENUATOR (TY 78)","2024/2014","EA",8624,8624,8106.56,4590,28175,34990,301753760,"500 Incidental"
"0545-6079","CRASH CUSHION ATTENUATOR (TY 79)","2024/2014","EA",9016,9286.48,8475.04,4680,24500,36560,329624960,"500 Incidental"
"0545-6080","CRASH CUSHION ATTENUATOR (TY 80)","2024/2014","EA",9408,9972.48,8843.52,4770,25235,38130,358727040,"500 Incidental"
"0618-6001","CONDUIT (PVC / RIGID METAL) (TY 1)","2024/2014","LF",19.8,18.61,18.61,8.5,68,500,9900,"600 Safety & Traffic"
